timestamp,cpu_allocated,memory_allocated,cpu_usage_pct,memory_usage_pct,latency_ms
2025-05-03 16:51:34.233160,0.99,2036.89,0.27,0.0,69.88
2025-05-03 16:52:34.233160,0.99,2036.71,0.27,0.0,95.57
2025-05-03 16:53:34.233160,0.99,2036.53,0.27,0.0,94.3
2025-05-03 16:54:34.233160,0.99,2036.35,0.27,0.0,77.87
2025-05-03 16:55:34.233160,0.99,2036.17,0.27,0.0,94.81
2025-05-03 16:56:34.233160,0.99,2035.99,0.27,0.0,99.01
2025-05-03 16:57:34.233160,0.99,2035.81,0.27,0.0,74.01
2025-05-03 16:58:34.233160,0.99,2035.63,0.27,0.0,74.87
2025-05-03 16:59:34.233160,0.99,2035.45,0.27,0.0,90.34
2025-05-03 17:00:34.233160,0.99,2035.28,0.27,0.0,71.49
2025-05-03 17:01:34.233160,0.99,2035.1,0.27,0.0,80.65
2025-05-03 17:02:34.233160,0.99,2034.92,0.27,0.0,97.29
2025-05-03 17:03:34.233160,0.99,2034.74,0.27,0.0,84.38
2025-05-03 17:04:34.233160,0.99,2034.56,0.27,0.0,87.58
2025-05-03 17:05:34.233160,0.99,2034.38,0.27,0.0,90.6
2025-05-03 17:06:34.233160,0.99,2034.2,0.27,0.0,72.31
2025-05-03 17:07:34.233160,0.99,2034.02,0.27,0.0,100.66
2025-05-03 17:08:34.233160,0.99,2033.84,0.27,0.0,95.3
2025-05-03 17:09:34.233160,0.99,2033.66,0.27,0.0,90.71
2025-05-03 17:10:34.233160,0.99,2033.48,0.27,0.0,77.5
2025-05-03 17:11:34.233160,0.99,2033.3,0.27,0.0,82.06
2025-05-03 17:12:34.233160,0.99,2033.12,0.27,0.0,92.69
2025-05-03 17:13:34.233160,0.99,2032.95,0.27,0.0,90.73
2025-05-03 17:14:34.233160,0.99,2032.77,0.27,0.0,100.37
2025-05-03 17:15:34.233160,0.99,2032.59,0.27,0.0,42.08
2025-05-03 17:16:34.233160,0.99,2032.41,0.27,0.0,88.46
2025-05-03 17:17:34.233160,0.99,2032.23,0.27,0.0,91.27
2025-05-03 17:18:34.233160,0.99,2032.05,0.28,0.0,59.34
2025-05-03 17:19:34.233160,0.99,2031.87,0.28,0.0,93.72
2025-05-03 17:20:34.233160,0.99,2031.69,0.28,0.0,98.16
2025-05-03 17:21:34.233160,0.99,2031.51,0.28,0.0,74.89
2025-05-03 17:22:34.233160,0.99,2031.33,0.28,0.0,99.08
2025-05-03 17:23:34.233160,0.99,2031.15,0.28,0.0,97.92
2025-05-03 17:24:34.233160,0.99,2030.97,0.28,0.0,75.12
2025-05-03 17:25:34.233160,0.99,2030.8,0.28,0.0,65.1
2025-05-03 17:26:34.233160,0.99,2030.62,0.28,0.0,68.95
2025-05-03 17:27:34.233160,0.99,2030.44,0.28,0.0,93.0
2025-05-03 17:28:34.233160,0.99,2030.26,0.28,0.0,64.6
2025-05-03 17:29:34.233160,0.99,2030.08,0.28,0.0,93.77
2025-05-03 17:30:34.233160,0.99,2029.9,0.28,0.0,94.87
2025-05-03 17:31:34.233160,0.99,2029.72,0.28,0.0,72.36
2025-05-03 17:32:34.233160,0.99,2029.54,0.28,0.0,88.89
2025-05-03 17:33:34.233160,0.99,2029.36,0.28,0.0,98.1
2025-05-03 17:34:34.233160,0.99,2029.18,0.28,0.0,89.39
2025-05-03 17:35:34.233160,0.99,2029.0,0.28,0.0,116.43
2025-05-03 17:36:34.233160,0.99,2028.82,0.28,0.0,91.71
2025-05-03 17:37:34.233160,0.99,2028.64,0.28,0.0,82.9
2025-05-03 17:38:34.233160,0.99,2028.47,0.28,0.0,83.12
2025-05-03 17:39:34.233160,0.99,2028.29,0.28,0.0,74.83
2025-05-03 17:40:34.233160,0.99,2028.11,0.28,0.0,65.46
2025-05-03 17:41:34.233160,0.99,2027.93,0.28,0.0,74.91
2025-05-03 17:42:34.233160,0.99,2027.75,0.28,0.0,69.59
2025-05-03 17:43:34.233160,0.99,2027.57,0.28,0.0,80.31
2025-05-03 17:44:34.233160,0.99,2027.39,0.28,0.0,60.94
2025-05-03 17:45:34.233160,0.99,2027.21,0.28,0.0,78.01
2025-05-03 17:46:34.233160,0.99,2027.03,0.28,0.0,88.16
2025-05-03 17:47:34.233160,0.99,2026.85,0.28,0.0,83.8
2025-05-03 17:48:34.233160,0.99,2026.67,0.29,0.0,68.17
2025-05-03 17:49:34.233160,0.99,2026.49,0.29,0.0,79.34
2025-05-03 17:50:34.233160,0.99,2026.31,0.29,0.0,71.14
2025-05-03 17:51:34.233160,0.99,2026.14,0.29,0.0,87.82
2025-05-03 17:52:34.233160,0.99,2025.96,0.29,0.0,94.05
2025-05-03 17:53:34.233160,0.99,2025.78,0.29,0.0,102.08
2025-05-03 17:54:34.233160,0.99,2025.6,0.29,0.0,78.48
2025-05-03 17:55:34.233160,0.99,2025.42,0.29,0.0,81.4
2025-05-03 17:56:34.233160,0.99,2025.24,0.29,0.0,88.63
2025-05-03 17:57:34.233160,0.99,2025.06,0.29,0.0,81.58
2025-05-03 17:58:34.233160,0.99,2024.88,0.29,0.0,92.9
2025-05-03 17:59:34.233160,0.99,2024.7,0.29,0.0,81.89
2025-05-03 18:00:34.233160,0.99,2024.52,0.29,0.0,69.17
2025-05-03 18:01:34.233160,0.99,2024.34,0.29,0.0,74.25
2025-05-03 18:02:34.233160,0.99,2024.16,0.29,0.0,62.39
2025-05-03 18:03:34.233160,0.99,2023.98,0.29,0.0,78.56
2025-05-03 18:04:34.233160,0.99,2023.81,0.29,0.0,76.15
2025-05-03 18:05:34.233160,0.99,2023.63,0.29,0.0,80.37
2025-05-03 18:06:34.233160,0.99,2023.45,0.29,0.0,59.24
2025-05-03 18:07:34.233160,0.99,2023.27,0.29,0.0,86.53
2025-05-03 18:08:34.233160,0.99,2023.09,0.29,0.0,76.37
2025-05-03 18:09:34.233160,0.99,2022.91,0.29,0.0,71.13
2025-05-03 18:10:34.233160,0.99,2022.73,0.29,0.0,81.65
2025-05-03 18:11:34.233160,0.99,2022.55,0.29,0.0,80.53
2025-05-03 18:12:34.233160,0.99,2022.37,0.29,0.0,79.57
2025-05-03 18:13:34.233160,0.99,2022.19,0.29,0.0,76.05
2025-05-03 18:14:34.233160,0.99,2022.01,0.29,0.0,93.68
2025-05-03 18:15:34.233160,0.99,2021.83,0.29,0.0,76.17
2025-05-03 18:16:34.233160,0.99,2021.65,0.29,0.0,80.55
2025-05-03 18:17:34.233160,0.99,2021.48,0.3,0.0,67.58
2025-05-03 18:18:34.233160,0.99,2021.3,0.3,0.0,98.67
2025-05-03 18:19:34.233160,0.99,2021.12,0.3,0.0,81.91
2025-05-03 18:20:34.233160,0.99,2020.94,0.3,0.0,85.56
2025-05-03 18:21:34.233160,0.99,2020.76,0.3,0.0,87.93
2025-05-03 18:22:34.233160,0.99,2020.58,0.3,0.0,101.75
2025-05-03 18:23:34.233160,0.99,2020.4,0.3,0.0,84.27
2025-05-03 18:24:34.233160,0.99,2020.22,0.3,0.0,76.15
2025-05-03 18:25:34.233160,0.99,2020.04,0.3,0.0,104.67
2025-05-03 18:26:34.233160,0.99,2019.86,0.3,0.0,97.8
2025-05-03 18:27:34.233160,0.99,2019.68,0.3,0.0,61.55
2025-05-03 18:28:34.233160,0.99,2019.5,0.3,0.0,58.07
2025-05-03 18:29:34.233160,0.99,2019.33,0.3,0.0,113.24
2025-05-03 18:30:34.233160,0.99,2019.15,0.3,0.0,77.29
2025-05-03 18:31:34.233160,0.99,2018.97,0.3,0.0,70.75
2025-05-03 18:32:34.233160,0.99,2018.79,0.3,0.0,95.34
2025-05-03 18:33:34.233160,0.99,2018.61,0.3,0.0,98.56
2025-05-03 18:34:34.233160,0.99,2018.43,0.3,0.0,84.41
2025-05-03 18:35:34.233160,0.99,2018.25,0.3,0.0,82.59
2025-05-03 18:36:34.233160,0.98,2018.07,0.3,0.0,92.91
2025-05-03 18:37:34.233160,0.98,2017.89,0.3,0.0,85.44
2025-05-03 18:38:34.233160,0.98,2017.71,0.3,0.0,73.67
2025-05-03 18:39:34.233160,0.98,2017.53,0.3,0.0,54.31
2025-05-03 18:40:34.233160,0.98,2017.35,0.3,0.0,79.75
2025-05-03 18:41:34.233160,0.98,2017.17,0.3,0.0,97.09
2025-05-03 18:42:34.233160,0.98,2017.0,0.3,0.0,92.3
2025-05-03 18:43:34.233160,0.98,2016.82,0.3,0.0,90.45
2025-05-03 18:44:34.233160,0.98,2016.64,0.3,0.0,93.63
2025-05-03 18:45:34.233160,0.98,2016.46,0.31,0.0,90.0
2025-05-03 18:46:34.233160,0.98,2016.28,0.31,0.0,84.67
2025-05-03 18:47:34.233160,0.98,2016.1,0.31,0.0,67.87
2025-05-03 18:48:34.233160,0.98,2015.92,0.31,0.0,86.08
2025-05-03 18:49:34.233160,0.98,2015.74,0.31,0.0,81.18
2025-05-03 18:50:34.233160,0.98,2015.56,0.31,0.0,90.92
2025-05-03 18:51:34.233160,0.98,2015.38,0.31,0.0,63.83
2025-05-03 18:52:34.233160,0.98,2015.2,0.31,0.0,68.58
2025-05-03 18:53:34.233160,0.98,2015.02,0.31,0.0,82.98
2025-05-03 18:54:34.233160,0.98,2014.84,0.31,0.0,73.9
2025-05-03 18:55:34.233160,0.98,2014.67,0.31,0.0,56.88
2025-05-03 18:56:34.233160,0.98,2014.49,0.31,0.0,63.85
2025-05-03 18:57:34.233160,0.98,2014.31,0.31,0.0,87.81
2025-05-03 18:58:34.233160,0.98,2014.13,0.31,0.0,89.16
2025-05-03 18:59:34.233160,0.98,2013.95,0.31,0.0,50.06
2025-05-03 19:00:34.233160,0.98,2013.77,0.31,0.0,86.17
2025-05-03 19:01:34.233160,0.98,2013.59,0.31,0.0,68.62
2025-05-03 19:02:34.233160,0.98,2013.41,0.31,0.0,76.01
2025-05-03 19:03:34.233160,0.98,2013.23,0.31,0.0,70.18
2025-05-03 19:04:34.233160,0.98,2013.05,0.31,0.0,87.69
2025-05-03 19:05:34.233160,0.98,2012.87,0.31,0.0,91.99
2025-05-03 19:06:34.233160,0.98,2012.69,0.31,0.0,68.76
2025-05-03 19:07:34.233160,0.98,2012.51,0.31,0.0,56.79
2025-05-03 19:08:34.233160,0.98,2012.34,0.31,0.0,75.91
2025-05-03 19:09:34.233160,0.98,2012.16,0.31,0.0,68.68
2025-05-03 19:10:34.233160,0.98,2011.98,0.31,0.0,67.33
2025-05-03 19:11:34.233160,0.98,2011.8,0.31,0.0,82.05
2025-05-03 19:12:34.233160,0.98,2011.62,0.32,0.0,81.08
2025-05-03 19:13:34.233160,0.98,2011.44,0.32,0.0,81.98
2025-05-03 19:14:34.233160,0.98,2011.26,0.32,0.0,92.63
2025-05-03 19:15:34.233160,0.98,2011.08,0.32,0.0,80.28
2025-05-03 19:16:34.233160,0.98,2010.9,0.32,0.0,77.41
2025-05-03 19:17:34.233160,0.98,2010.72,0.32,0.0,102.32
2025-05-03 19:18:34.233160,0.98,2010.54,0.32,0.0,87.58
2025-05-03 19:19:34.233160,0.98,2010.36,0.32,0.0,64.59
2025-05-03 19:20:34.233160,0.98,2010.19,0.32,0.0,70.06
2025-05-03 19:21:34.233160,0.98,2010.01,0.32,0.0,84.99
2025-05-03 19:22:34.233160,0.98,2009.83,0.32,0.0,76.53
2025-05-03 19:23:34.233160,0.98,2009.65,0.32,0.0,71.61
2025-05-03 19:24:34.233160,0.98,2009.47,0.32,0.0,83.35
2025-05-03 19:25:34.233160,0.98,2009.29,0.32,0.0,88.53
2025-05-03 19:26:34.233160,0.98,2009.11,0.32,0.0,76.99
2025-05-03 19:27:34.233160,0.98,2008.93,0.32,0.0,80.68
2025-05-03 19:28:34.233160,0.98,2008.75,0.32,0.0,88.89
2025-05-03 19:29:34.233160,0.98,2008.57,0.32,0.0,85.03
2025-05-03 19:30:34.233160,0.98,2008.39,0.32,0.0,84.53
2025-05-03 19:31:34.233160,0.98,2008.21,0.32,0.0,71.67
2025-05-03 19:32:34.233160,0.98,2008.03,0.32,0.0,109.08
2025-05-03 19:33:34.233160,0.98,2007.86,0.32,0.0,72.64
2025-05-03 19:34:34.233160,0.98,2007.68,0.32,0.0,91.59
2025-05-03 19:35:34.233160,0.98,2007.5,0.32,0.0,88.72
2025-05-03 19:36:34.233160,0.98,2007.32,0.32,0.0,100.58
2025-05-03 19:37:34.233160,0.98,2007.14,0.32,0.0,79.43
2025-05-03 19:38:34.233160,0.98,2006.96,0.33,0.0,78.29
2025-05-03 19:39:34.233160,0.98,2006.78,0.33,0.0,89.92
2025-05-03 19:40:34.233160,0.98,2006.6,0.33,0.0,81.56
2025-05-03 19:41:34.233160,0.98,2006.42,0.33,0.0,93.33
2025-05-03 19:42:34.233160,0.98,2006.24,0.33,0.0,43.98
2025-05-03 19:43:34.233160,0.98,2006.06,0.33,0.0,93.4
2025-05-03 19:44:34.233160,0.98,2005.88,0.33,0.0,83.42
2025-05-03 19:45:34.233160,0.98,2005.7,0.33,0.0,87.82
2025-05-03 19:46:34.233160,0.98,2005.53,0.33,0.0,94.21
2025-05-03 19:47:34.233160,0.98,2005.35,0.33,0.0,71.0
2025-05-03 19:48:34.233160,0.98,2005.17,0.33,0.0,93.69
2025-05-03 19:49:34.233160,0.98,2004.99,0.33,0.0,75.03
2025-05-03 19:50:34.233160,0.98,2004.81,0.33,0.0,60.19
2025-05-03 19:51:34.233160,0.98,2004.63,0.33,0.0,65.14
2025-05-03 19:52:34.233160,0.98,2004.45,0.33,0.0,65.28
2025-05-03 19:53:34.233160,0.98,2004.27,0.33,0.0,75.86
2025-05-03 19:54:34.233160,0.98,2004.09,0.33,0.0,79.49
2025-05-03 19:55:34.233160,0.98,2003.91,0.33,0.0,76.19
2025-05-03 19:56:34.233160,0.98,2003.73,0.33,0.0,80.14
2025-05-03 19:57:34.233160,0.98,2003.55,0.33,0.0,88.35
2025-05-03 19:58:34.233160,0.98,2003.37,0.33,0.0,64.42
2025-05-03 19:59:34.233160,0.98,2003.2,0.33,0.0,59.9
2025-05-03 20:00:34.233160,0.98,2003.02,0.33,0.0,100.56
2025-05-03 20:01:34.233160,0.98,2002.84,0.33,0.0,96.91
2025-05-03 20:02:34.233160,0.98,2002.66,0.33,0.0,92.84
2025-05-03 20:03:34.233160,0.98,2002.48,0.34,0.0,93.13
2025-05-03 20:04:34.233160,0.98,2002.3,0.34,0.0,75.88
2025-05-03 20:05:34.233160,0.98,2002.12,0.34,0.0,65.45
2025-05-03 20:06:34.233160,0.98,2001.94,0.34,0.0,82.7
2025-05-03 20:07:34.233160,0.98,2001.76,0.34,0.0,69.72
2025-05-03 20:08:34.233160,0.98,2001.58,0.34,0.0,84.0
2025-05-03 20:09:34.233160,0.98,2001.4,0.34,0.0,100.69
2025-05-03 20:10:34.233160,0.98,2001.22,0.34,0.0,82.46
2025-05-03 20:11:34.233160,0.98,2001.04,0.34,0.0,71.16
2025-05-03 20:12:34.233160,0.98,2000.87,0.34,0.0,77.83
2025-05-03 20:13:34.233160,0.98,2000.69,0.34,0.0,78.43
2025-05-03 20:14:34.233160,0.98,2000.51,0.34,0.0,74.61
2025-05-03 20:15:34.233160,0.98,2000.33,0.34,0.0,76.12
2025-05-03 20:16:34.233160,0.98,2000.15,0.34,0.0,64.84
2025-05-03 20:17:34.233160,0.98,1999.97,0.34,0.0,73.07
2025-05-03 20:18:34.233160,0.98,1999.79,0.34,0.0,67.67
2025-05-03 20:19:34.233160,0.98,1999.61,0.34,0.0,74.99
2025-05-03 20:20:34.233160,0.98,1999.43,0.34,0.0,96.08
2025-05-03 20:21:34.233160,0.98,1999.25,0.34,0.0,102.12
2025-05-03 20:22:34.233160,0.98,1999.07,0.34,0.0,92.8
2025-05-03 20:23:34.233160,0.98,1998.89,0.34,0.0,79.66
2025-05-03 20:24:34.233160,0.98,1998.72,0.34,0.0,98.34
2025-05-03 20:25:34.233160,0.98,1998.54,0.34,0.0,63.65
2025-05-03 20:26:34.233160,0.98,1998.36,0.34,0.0,82.91
2025-05-03 20:27:34.233160,0.97,1998.18,0.34,0.0,88.6
2025-05-03 20:28:34.233160,0.97,1998.0,0.35,0.0,88.34
2025-05-03 20:29:34.233160,0.97,1997.82,0.35,0.0,61.31
2025-05-03 20:30:34.233160,0.97,1997.64,0.35,0.0,78.09
2025-05-03 20:31:34.233160,0.97,1997.46,0.35,0.0,80.99
2025-05-03 20:32:34.233160,0.97,1997.28,0.35,0.0,79.22
2025-05-03 20:33:34.233160,0.97,1997.1,0.35,0.0,101.06
2025-05-03 20:34:34.233160,0.97,1996.92,0.35,0.0,76.52
2025-05-03 20:35:34.233160,0.97,1996.74,0.35,0.0,79.74
2025-05-03 20:36:34.233160,0.97,1996.56,0.35,0.0,91.94
2025-05-03 20:37:34.233160,0.97,1996.39,0.35,0.0,80.43
2025-05-03 20:38:34.233160,0.97,1996.21,0.35,0.0,89.5
2025-05-03 20:39:34.233160,0.97,1996.03,0.35,0.0,93.66
2025-05-03 20:40:34.233160,0.97,1995.85,0.35,0.0,73.98
2025-05-03 20:41:34.233160,0.97,1995.67,0.35,0.0,86.55
2025-05-03 20:42:34.233160,0.97,1995.49,0.35,0.0,91.8
2025-05-03 20:43:34.233160,0.97,1995.31,0.35,0.0,81.25
2025-05-03 20:44:34.233160,0.97,1995.13,0.35,0.0,84.29
2025-05-03 20:45:34.233160,0.97,1994.95,0.35,0.0,97.04
2025-05-03 20:46:34.233160,0.97,1994.77,0.35,0.0,92.27
2025-05-03 20:47:34.233160,0.97,1994.59,0.35,0.0,73.85
2025-05-03 20:48:34.233160,0.97,1994.41,0.35,0.0,81.15
2025-05-03 20:49:34.233160,0.97,1994.23,0.35,0.0,104.71
2025-05-03 20:50:34.233160,0.97,1994.06,0.35,0.0,88.61
2025-05-03 20:51:34.233160,0.97,1993.88,0.35,0.0,101.27
2025-05-03 20:52:34.233160,0.97,1993.7,0.36,0.0,81.17
2025-05-03 20:53:34.233160,0.97,1993.52,0.36,0.0,85.41
2025-05-03 20:54:34.233160,0.97,1993.34,0.36,0.0,78.65
2025-05-03 20:55:34.233160,0.97,1993.16,0.36,0.0,68.46
2025-05-03 20:56:34.233160,0.97,1992.98,0.36,0.0,80.91
2025-05-03 20:57:34.233160,0.97,1992.8,0.36,0.0,79.24
2025-05-03 20:58:34.233160,0.97,1992.62,0.36,0.0,85.44
2025-05-03 20:59:34.233160,0.97,1992.44,0.36,0.0,90.38
2025-05-03 21:00:34.233160,0.97,1992.26,0.36,0.0,85.56
2025-05-03 21:01:34.233160,0.97,1992.08,0.36,0.0,80.27
2025-05-03 21:02:34.233160,0.97,1991.9,0.36,0.0,71.03
2025-05-03 21:03:34.233160,0.97,1991.73,0.36,0.0,90.0
2025-05-03 21:04:34.233160,0.97,1991.55,0.36,0.0,80.33
2025-05-03 21:05:34.233160,0.97,1991.37,0.36,0.0,74.68
2025-05-03 21:06:34.233160,0.97,1991.19,0.36,0.0,85.54
2025-05-03 21:07:34.233160,0.97,1991.01,0.36,0.0,82.9
2025-05-03 21:08:34.233160,0.97,1990.83,0.36,0.0,95.27
2025-05-03 21:09:34.233160,0.97,1990.65,0.36,0.0,79.51
2025-05-03 21:10:34.233160,0.97,1990.47,0.36,0.0,80.63
2025-05-03 21:11:34.233160,0.97,1990.29,0.36,0.0,82.77
2025-05-03 21:12:34.233160,0.97,1990.11,0.36,0.0,89.84
2025-05-03 21:13:34.233160,0.97,1989.93,0.36,0.0,41.56
2025-05-03 21:14:34.233160,0.97,1989.75,0.36,0.0,76.78
2025-05-03 21:15:34.233160,0.97,1989.57,0.37,0.0,62.79
2025-05-03 21:16:34.233160,0.97,1989.4,0.37,0.0,83.47
2025-05-03 21:17:34.233160,0.97,1989.22,0.37,0.0,75.3
2025-05-03 21:18:34.233160,0.97,1989.04,0.37,0.0,75.61
2025-05-03 21:19:34.233160,0.97,1988.86,0.37,0.0,56.42
2025-05-03 21:20:34.233160,0.97,1988.68,0.37,0.0,82.09
2025-05-03 21:21:34.233160,0.97,1988.5,0.37,0.0,75.82
2025-05-03 21:22:34.233160,0.97,1988.32,0.37,0.0,88.5
2025-05-03 21:23:34.233160,0.97,1988.14,0.37,0.0,82.61
2025-05-03 21:24:34.233160,0.97,1987.96,0.37,0.0,93.37
2025-05-03 21:25:34.233160,0.97,1987.78,0.37,0.0,83.13
2025-05-03 21:26:34.233160,0.97,1987.6,0.37,0.0,58.1
2025-05-03 21:27:34.233160,0.97,1987.42,0.37,0.0,72.53
2025-05-03 21:28:34.233160,0.97,1987.25,0.37,0.0,70.25
2025-05-03 21:29:34.233160,0.97,1987.07,0.37,0.0,89.54
2025-05-03 21:30:34.233160,0.97,1986.89,0.37,0.0,76.26
2025-05-03 21:31:34.233160,0.97,1986.71,0.37,0.0,81.61
2025-05-03 21:32:34.233160,0.97,1986.53,0.37,0.0,91.79
2025-05-03 21:33:34.233160,0.97,1986.35,0.37,0.0,89.12
2025-05-03 21:34:34.233160,0.97,1986.17,0.37,0.0,78.08
2025-05-03 21:35:34.233160,0.97,1985.99,0.37,0.0,85.83
2025-05-03 21:36:34.233160,0.97,1985.81,0.37,0.0,67.66
2025-05-03 21:37:34.233160,0.97,1985.63,0.37,0.0,78.25
2025-05-03 21:38:34.233160,0.97,1985.45,0.38,0.0,83.44
2025-05-03 21:39:34.233160,0.97,1985.27,0.38,0.0,85.05
2025-05-03 21:40:34.233160,0.97,1985.09,0.38,0.0,56.94
2025-05-03 21:41:34.233160,0.97,1984.92,0.38,0.0,82.73
2025-05-03 21:42:34.233160,0.97,1984.74,0.38,0.0,77.04
2025-05-03 21:43:34.233160,0.97,1984.56,0.38,0.0,105.89
2025-05-03 21:44:34.233160,0.97,1984.38,0.38,0.0,67.65
2025-05-03 21:45:34.233160,0.97,1984.2,0.38,0.0,85.05
2025-05-03 21:46:34.233160,0.97,1984.02,0.38,0.0,75.97
2025-05-03 21:47:34.233160,0.97,1983.84,0.38,0.0,88.72
2025-05-03 21:48:34.233160,0.97,1983.66,0.38,0.0,80.88
2025-05-03 21:49:34.233160,0.97,1983.48,0.38,0.0,78.08
2025-05-03 21:50:34.233160,0.97,1983.3,0.38,0.0,90.95
2025-05-03 21:51:34.233160,0.97,1983.12,0.38,0.0,76.96
2025-05-03 21:52:34.233160,0.97,1982.94,0.38,0.0,83.16
2025-05-03 21:53:34.233160,0.97,1982.76,0.38,0.0,96.23
2025-05-03 21:54:34.233160,0.97,1982.59,0.38,0.0,94.02
2025-05-03 21:55:34.233160,0.97,1982.41,0.38,0.0,65.8
2025-05-03 21:56:34.233160,0.97,1982.23,0.38,0.0,89.47
2025-05-03 21:57:34.233160,0.97,1982.05,0.38,0.0,85.18
2025-05-03 21:58:34.233160,0.97,1981.87,0.38,0.0,77.97
2025-05-03 21:59:34.233160,0.97,1981.69,0.38,0.0,101.19
2025-05-03 22:00:34.233160,0.97,1981.51,0.39,0.0,85.07
2025-05-03 22:01:34.233160,0.97,1981.33,0.39,0.0,88.13
2025-05-03 22:02:34.233160,0.97,1981.15,0.39,0.0,76.35
2025-05-03 22:03:34.233160,0.97,1980.97,0.39,0.0,73.76
